242,236,287,275,230,246,219,200,270,205,276,276,286,300,242,0
265,255,234,256,295,249,259,240,236,266,235,259,289,250,0,242
227,276,325,322,245,265,194,215,282,246,293,230,263,0,250,300
278,295,272,236,236,274,264,220,260,272,269,284,0,263,289,286
226,267,217,234,256,270,277,238,292,234,281,0,284,230,259,276
218,243,304,277,275,266,247,163,218,317,0,281,269,293,235,276
176,227,270,228,225,274,255,195,244,0,317,234,272,246,266,205
243,258,289,281,297,310,279,324,0,244,218,292,260,282,236,270
288,220,182,274,237,267,273,0,324,195,163,238,220,215,240,200
289,226,242,239,265,298,0,273,279,255,247,277,264,194,259,219
256,244,238,242,315,0,298,267,310,274,266,270,274,265,249,246
285,254,255,254,0,315,265,237,297,225,275,256,236,245,295,230
280,264,318,0,254,242,239,274,281,228,277,234,236,322,256,275
222,278,0,318,255,238,242,182,289,270,304,217,272,325,234,287
266,0,278,264,254,244,226,220,258,227,243,267,295,276,255,236
1,266,222,280,285,256,289,288,243,176,218,226,278,227,265,242
