12,40,57,11,47,59,15,21,3,9,52,54,40,92,42,0
4,3,4,13,9,17,6,122,17,24,11,19,67,53,0,42
20,41,60,19,40,47,20,20,13,31,35,52,51,0,53,92
48,1,10,71,28,22,69,17,76,71,29,15,0,51,67,40
7,27,51,2,51,54,5,54,51,45,75,0,15,52,19,54
4,47,32,3,64,59,22,32,8,41,0,75,29,35,11,52
53,9,10,73,10,14,72,70,77,0,41,45,71,31,24,9
44,21,45,83,22,24,95,18,0,77,8,51,76,13,17,3
22,19,23,17,13,14,24,0,18,70,32,54,17,20,122,21
77,32,45,85,17,23,0,24,95,72,22,5,69,20,6,15
68,53,64,19,87,0,23,14,24,14,59,54,22,47,17,59
38,77,54,10,0,87,17,13,22,10,64,51,28,40,9,47
50,21,41,0,10,19,85,17,83,73,3,2,71,19,13,11
32,46,0,41,54,64,45,23,45,10,32,51,10,60,4,57
38,0,46,21,77,53,32,19,21,9,47,27,1,41,3,40
0,38,32,50,38,68,77,22,44,53,4,7,48,20,4,12
